address,ALD,NSP,POLICE,TRACT,WARD,ZIP,Arson,Assault,Burglary,CriminalDamage,Homicide,Robbery,SexOffense,Theft,VehicleTheft
1135 N WATER ST,4.0,,1.0,11300.0,158.0,53202.0,0,0,0,0,0,0,0,1,0
6201 W CUSTER AV,2.0,2.0,4.0,1900.0,44.0,53218.0,0,0,0,0,0,1,0,0,0
5850 N 64TH ST,2.0,2.0,4.0,1300.0,25.0,53218.0,0,0,0,1,0,0,0,1,0
2356 N 39TH ST,15.0,5.0,3.0,9000.0,151.0,53210.0,0,0,0,0,0,0,0,0,1
2457 N 49TH ST,15.0,5.0,3.0,9200.0,154.0,53210.0,0,0,0,1,0,0,0,0,0
3205 N 24TH ST,7.0,4.0,5.0,6500.0,106.0,53206.0,0,0,0,0,0,0,0,0,1
3344 N 60TH ST,7.0,5.0,7.0,5000.0,93.0,53216.0,0,0,0,0,0,0,0,0,0
300 W STATE ST,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,0,1
2615 N BUFFUM ST,6.0,6.0,5.0,8100.0,135.0,53212.0,0,0,0,0,0,0,0,0,1
2675 S 13TH ST,12.0,17.0,2.0,18700.0,307.0,53215.0,0,1,0,0,0,0,0,0,0
6125 W GIRARD AV,10.0,5.0,7.0,5000.0,160.0,53210.0,0,1,0,0,0,0,0,0,0
7838 N 80TH ST,9.0,,4.0,102.0,5.0,53223.0,0,0,1,0,0,0,0,0,0
5000 N 54TH ST,1.0,,7.0,2900.0,45.0,53218.0,0,1,0,0,0,0,0,0,0
3811 N 53RD ST,7.0,5.0,7.0,3700.0,95.0,53216.0,0,1,0,0,0,0,0,0,0
533 E WILSON ST,14.0,,6.0,17900.0,241.0,53207.0,0,0,0,0,0,0,0,0,1
925 N MARTIN L KING JR DR,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,0,1
1500 W CLEVELAND AV,12.0,17.0,2.0,18700.0,307.0,53215.0,0,0,0,0,0,0,0,0,1
2930 W JUNEAU AV,4.0,14.0,3.0,12200.0,196.0,53208.0,0,1,0,0,0,0,0,0,0
10010 W GOOD HOPE RD,9.0,,4.0,202.0,8.0,53224.0,0,1,0,0,0,0,0,0,0
2504 W CLYBOURN ST,4.0,14.0,3.0,14900.0,192.0,53233.0,0,1,0,0,0,0,0,0,0
1530 N 5TH ST,6.0,13.0,1.0,14100.0,172.0,53212.0,0,0,0,1,0,0,0,0,0
914 E JUNEAU AV,4.0,,1.0,11100.0,180.0,53202.0,0,0,0,0,0,0,0,0,1
4025 W BURLEIGH ST,7.0,5.0,7.0,4800.0,101.0,53210.0,0,0,0,0,0,0,0,0,1
5245 N 29TH ST,1.0,3.0,4.0,2100.0,50.0,53209.0,0,1,0,0,0,0,0,0,0
4885 N 55TH ST,1.0,,7.0,2900.0,45.0,53218.0,0,1,0,0,0,0,0,0,0
4766 N 42ND ST,7.0,1.0,7.0,2600.0,61.0,53209.0,0,1,0,1,0,0,0,0,0
2830 W HIGHLAND BL,4.0,14.0,3.0,13600.0,334.0,53208.0,0,1,0,0,0,0,0,0,0
1005 N MARKET ST,4.0,,1.0,14400.0,158.0,53202.0,0,0,0,1,0,0,0,0,0
2814 N 57TH ST,10.0,5.0,7.0,5900.0,159.0,53210.0,0,1,0,0,0,0,0,0,0
2161 S 15TH ST,12.0,17.0,2.0,17500.0,246.0,53215.0,0,1,0,0,0,0,0,0,0
2216 N 39TH ST,15.0,11.0,3.0,9000.0,151.0,53208.0,0,1,0,0,0,0,0,0,0
1560 W PIERCE ST,8.0,,2.0,186800.0,339.0,53204.0,0,1,0,0,0,0,0,0,0
1515 N ASTOR ST,4.0,,1.0,11100.0,162.0,53202.0,0,0,0,1,0,0,0,0,0
2557 N 53RD ST,15.0,5.0,3.0,5900.0,325.0,53210.0,0,0,0,0,0,0,0,1,0
4317 N 80TH ST,5.0,,7.0,3400.0,72.0,53222.0,0,0,0,0,0,0,0,1,0
3114 N SHERMAN BL,7.0,5.0,7.0,4800.0,84.0,53210.0,0,0,0,0,0,0,0,0,1
1721 W CANAL ST,8.0,,3.0,186800.0,222.0,53204.0,0,0,0,0,0,0,0,1,0
519 W WISCONSIN AV,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,1,0
10210 W JONEN ST,5.0,19.0,4.0,302.0,315.0,53224.0,0,0,0,0,0,0,0,0,1
737 N OLD WORLD THIRD ST,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,0,1
2247 S 15TH PL,12.0,17.0,2.0,17500.0,246.0,53215.0,0,1,0,0,0,0,0,0,0
836 N 28TH ST,4.0,14.0,3.0,13500.0,194.0,53208.0,0,0,0,0,0,0,0,0,1
6025 W LISBON AV,10.0,5.0,7.0,5900.0,160.0,53210.0,0,0,0,0,0,1,0,0,0
8824 W BROWN DEER RD,9.0,,4.0,101.0,3.0,53224.0,0,0,1,0,0,0,0,0,0
4473 N 38TH ST,7.0,1.0,7.0,2600.0,61.0,53209.0,0,0,0,0,0,0,0,0,1
5445 N 37TH ST,1.0,2.0,4.0,2100.0,49.0,53209.0,0,1,0,0,0,0,0,0,0
3457 N VEL R PHILLIPS AV,6.0,6.0,5.0,6900.0,116.0,53212.0,0,0,0,1,0,0,0,0,0
907 W GREENFIELD AV,12.0,16.0,2.0,16400.0,231.0,53204.0,0,0,0,0,0,0,0,1,0
3446 N VEL R PHILLIPS AV,6.0,6.0,5.0,6900.0,116.0,53212.0,0,0,0,1,0,0,0,0,0
6442 N 76TH ST,9.0,,4.0,600.0,11.0,53223.0,0,1,0,0,0,0,0,0,0
8141 W VILLARD AV,2.0,,4.0,1600.0,40.0,53218.0,0,1,0,0,0,0,0,0,0
1643 N MARTIN L KING JR DR,6.0,,1.0,11400.0,172.0,53212.0,0,0,0,0,0,0,0,0,0
3053 N 37TH ST,7.0,5.0,7.0,4800.0,101.0,53210.0,0,0,0,0,0,0,0,1,0
500 W PIERCE ST,12.0,16.0,2.0,186500.0,229.0,53204.0,0,0,0,0,0,0,0,0,1
925 E OGDEN AV,4.0,,1.0,11100.0,162.0,53202.0,0,0,0,1,0,0,0,0,0
1300 N VEL R PHILLIPS AV,6.0,13.0,1.0,14100.0,172.0,53212.0,0,0,0,0,0,0,0,0,1
1235 W NATIONAL AV,8.0,16.0,2.0,15700.0,339.0,53204.0,0,0,1,0,0,0,0,0,0
4965 N 20TH ST,1.0,3.0,7.0,2300.0,53.0,53209.0,0,1,0,0,0,0,0,0,0
5107 N 46TH ST #LWR,,,,,,,0,1,0,0,0,0,0,0,0
3223 N 16TH ST,6.0,4.0,5.0,6600.0,108.0,53206.0,0,0,0,1,0,0,0,0,0
2551 S 43RD ST,11.0,,6.0,19000.0,253.0,53219.0,0,1,0,0,0,0,0,0,0
4434 N 65TH ST,2.0,,7.0,3100.0,68.0,53218.0,0,1,0,0,0,0,0,0,0
1423 S 20TH ST,12.0,15.0,2.0,16300.0,224.0,53204.0,0,1,0,0,0,0,0,0,0
2553 S 29TH ST,8.0,,2.0,18900.0,248.0,53215.0,0,0,0,0,0,1,0,0,0
3500 W HAMPTON AV,1.0,2.0,7.0,2500.0,51.0,53209.0,0,0,0,0,0,0,0,0,1
3874 N 56TH ST,7.0,5.0,7.0,3700.0,95.0,53216.0,0,0,0,1,0,0,0,0,0
2349 N 52ND ST,10.0,5.0,3.0,9300.0,328.0,53210.0,0,0,1,0,0,0,0,0,0
747 N MARTIN L KING JR DR,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,0,1
2900 W OKLAHOMA AV,8.0,,6.0,20000.0,250.0,53215.0,0,0,0,0,0,0,0,0,1
5957 N 64TH ST,2.0,2.0,4.0,1300.0,26.0,53218.0,0,1,0,0,0,0,0,0,0
2325 N 50TH ST,15.0,5.0,3.0,9200.0,153.0,53210.0,0,1,0,0,0,0,0,0,0
3828 S 15TH ST,13.0,,6.0,20300.0,276.0,53221.0,0,0,0,0,0,0,0,1,0
,2.0,2.0,4.0,1400.0,28.0,53225.0,0,0,0,0,0,0,1,0,0
3456 N 15TH ST,6.0,4.0,5.0,6800.0,109.0,53206.0,0,0,0,0,0,0,0,0,1
700 W LOCUST ST,6.0,6.0,5.0,6700.0,117.0,53212.0,0,1,0,0,0,0,0,0,0
746 S LAYTON BL,8.0,15.0,2.0,15900.0,222.0,53215.0,0,0,0,0,0,0,0,1,0
3565 S 27TH ST,13.0,,6.0,20000.0,312.0,53221.0,0,0,0,0,0,0,0,1,0
409 E MEINECKE AV,6.0,6.0,5.0,10600.0,135.0,53212.0,0,1,0,0,0,0,0,0,0
8931 W MONROVIA AV,2.0,2.0,4.0,1400.0,28.0,53225.0,0,0,0,0,0,0,0,0,1
1721 W CANAL ST,8.0,,3.0,186800.0,222.0,53204.0,0,0,0,0,0,0,0,1,0
4311 N 26TH ST,1.0,4.0,5.0,4200.0,58.0,53209.0,0,1,0,0,0,0,0,0,0
1650 S 6TH ST,12.0,16.0,2.0,16500.0,232.0,53204.0,0,0,0,0,0,0,0,0,0
2900 W OKLAHOMA AV,8.0,,6.0,20000.0,250.0,53215.0,0,1,0,0,0,0,0,0,0
2950 N 86TH ST,5.0,,7.0,5600.0,83.0,53222.0,0,0,0,0,0,0,0,1,0
4944 N 52ND ST,1.0,,7.0,2900.0,45.0,53218.0,0,1,1,0,0,0,0,1,0
3157 S 9TH PL,14.0,,6.0,20500.0,279.0,53215.0,0,1,0,0,0,0,0,0,0
2812 N 16TH ST,15.0,10.0,5.0,8500.0,330.0,53206.0,0,1,0,0,0,0,0,0,0
4001 W FOND DU LAC AV,7.0,5.0,7.0,4800.0,101.0,53216.0,0,1,0,0,0,0,0,0,0
4945 N 39TH ST,1.0,2.0,7.0,2500.0,48.0,53209.0,0,0,0,1,0,0,0,0,0
5053 N 46TH ST,1.0,2.0,7.0,2800.0,48.0,53218.0,0,1,0,0,0,0,0,0,0
2825 N 49TH ST,7.0,5.0,7.0,6000.0,324.0,53210.0,0,0,0,0,0,0,0,1,0
3325 S 26TH ST,13.0,,6.0,20100.0,272.0,53215.0,0,0,0,0,0,0,0,1,0
3713 N 27TH ST,7.0,4.0,5.0,4700.0,103.0,53216.0,0,0,0,0,0,0,0,1,0
6426 N 87TH ST,9.0,,4.0,600.0,10.0,53224.0,0,1,0,1,0,0,0,0,0
2405 N 53RD ST,10.0,5.0,3.0,9300.0,161.0,53210.0,0,1,0,0,0,0,0,0,0
2922 N HACKETT AV,3.0,,1.0,7500.0,128.0,53211.0,0,0,0,0,0,0,0,0,1
5233 N 47TH ST,1.0,2.0,4.0,2000.0,47.0,53218.0,0,1,0,0,0,0,0,0,0
767 S 24TH ST,8.0,15.0,2.0,15900.0,222.0,53204.0,0,0,0,1,0,0,0,0,0
6207 N TEUTONIA AV,1.0,2.0,4.0,1100.0,21.0,53209.0,0,1,0,0,0,0,0,0,0
3251 N 11TH ST,6.0,4.0,5.0,6800.0,112.0,53206.0,0,1,0,0,0,0,0,0,0
4508 N 46TH ST,7.0,1.0,7.0,2700.0,64.0,53218.0,0,1,0,0,0,0,0,0,0
2806 N 76TH ST,10.0,,7.0,5800.0,90.0,53210.0,0,1,0,0,0,0,0,0,0
3246 S 12TH ST,14.0,,6.0,20400.0,277.0,53215.0,0,0,0,0,0,0,0,0,1
3335 N 25TH ST,7.0,4.0,5.0,6500.0,106.0,53206.0,0,0,1,0,0,0,0,0,0
3138 S 18TH ST,14.0,,6.0,20100.0,274.0,53215.0,0,1,0,0,0,0,0,0,0
10330 W SILVER SPRING DR,2.0,19.0,4.0,502.0,31.0,53225.0,0,1,0,0,0,0,0,0,0
4121 N 104TH ST,5.0,,7.0,3400.0,77.0,53222.0,0,0,0,0,0,0,0,0,1
550 W JUNEAU AV,6.0,13.0,1.0,14100.0,172.0,53212.0,0,0,1,0,0,0,0,0,0
4601 S 1ST ST,13.0,,6.0,21200.0,292.0,53207.0,0,0,0,0,0,0,0,1,0
3531 W NATIONAL AV,8.0,15.0,2.0,16000.0,211.0,53215.0,0,1,0,0,0,0,0,0,0
2334 W MAPLE ST,8.0,15.0,2.0,17000.0,217.0,53204.0,0,0,0,0,0,1,0,0,0
6310 N SHERMAN BL,9.0,2.0,4.0,1100.0,17.0,53209.0,0,0,0,0,0,0,0,0,1
5522 N 53RD ST,1.0,2.0,4.0,1900.0,46.0,53218.0,0,1,0,0,0,0,0,1,0
936 E LAND PL,3.0,,1.0,11200.0,174.0,53202.0,0,0,0,0,0,0,0,0,1
2607 N DOWNER AV,3.0,,1.0,7600.0,129.0,53211.0,0,0,0,0,0,0,0,1,0
6530 W FOREST HOME AV,11.0,,6.0,19800.0,267.0,53220.0,0,0,0,0,0,0,0,1,0
5244 N LOVERS LANE RD,5.0,,4.0,400.0,34.0,53225.0,0,0,0,0,0,0,0,1,0
2353 N BUFFUM ST,6.0,6.0,5.0,10600.0,135.0,53212.0,0,0,0,0,0,0,0,1,0
3701 S HOWELL AV,13.0,,6.0,18500.0,281.0,53207.0,0,0,0,0,0,0,0,1,0
503 N PLANKINTON AV,4.0,,1.0,186300.0,183.0,53203.0,0,0,0,0,0,0,0,0,1
8161 W HERBERT AV,2.0,,7.0,1700.0,38.0,53218.0,0,1,0,0,0,0,0,0,0
5550 N 54TH ST,1.0,2.0,4.0,1900.0,46.0,53218.0,0,1,0,0,0,0,0,0,0
2364 S 20TH ST,12.0,17.0,2.0,18800.0,247.0,53215.0,0,0,0,0,0,1,0,0,0
3219 N 46TH ST,7.0,5.0,7.0,4900.0,84.0,53216.0,0,0,0,0,0,0,0,1,0
5530 N 76TH ST,2.0,,4.0,1600.0,40.0,53218.0,0,1,0,0,0,0,0,0,0
3409 N VEL R PHILLIPS AV,6.0,6.0,5.0,6900.0,116.0,53212.0,0,0,1,0,0,0,0,0,0
813 E KILBOURN AV,4.0,,1.0,14300.0,156.0,53202.0,0,0,0,0,0,0,0,0,0
5875 N 65TH ST,2.0,2.0,4.0,1300.0,26.0,53218.0,0,1,0,0,0,0,0,0,0
7781 N MARINERS ST,9.0,,4.0,202.0,8.0,53224.0,0,0,1,0,0,0,0,0,0
433 W ST PAUL AV,4.0,,1.0,186300.0,183.0,53203.0,0,0,0,0,0,0,0,0,1
329 W NORTH AV,6.0,6.0,5.0,185600.0,138.0,53212.0,0,0,1,0,0,0,0,0,0
3245 N OAKLAND AV,3.0,,1.0,7300.0,123.0,53211.0,0,1,0,0,0,0,0,0,0
4457 N 29TH ST,1.0,4.0,5.0,4200.0,60.0,53209.0,0,1,0,0,0,0,0,0,0
7137 W APPLETON AV,10.0,,7.0,5100.0,88.0,53216.0,0,1,0,0,0,0,0,0,0
3631 N 8TH ST,6.0,4.0,5.0,4500.0,114.0,53206.0,0,0,0,0,0,0,0,0,1
4961 S 14TH ST,13.0,,6.0,21600.0,297.0,53221.0,0,1,0,0,0,0,0,0,0
10202 W SILVER SPRING DR,2.0,19.0,4.0,502.0,31.0,53225.0,0,0,0,0,0,0,0,0,0
1987 W PURDUE ST,1.0,3.0,7.0,2300.0,55.0,53209.0,0,0,0,0,0,0,0,0,1
3720 N 100TH ST,5.0,,7.0,5500.0,78.0,53222.0,0,0,0,0,0,0,0,1,0
1327 S 14TH ST,12.0,16.0,2.0,16400.0,227.0,53204.0,0,0,0,1,0,0,0,0,0
2823 N 55TH ST,10.0,5.0,7.0,5900.0,159.0,53210.0,0,0,0,1,0,0,0,1,0
3614 N 3RD ST,6.0,6.0,5.0,4400.0,115.0,53212.0,0,1,0,0,0,0,0,0,0
1922 N FARWELL AV,3.0,,1.0,10800.0,175.0,53202.0,0,0,0,0,0,0,0,0,1
2115 N BOOTH ST,6.0,7.0,5.0,10700.0,173.0,53212.0,0,0,0,0,0,0,0,0,1
222 S 3RD ST,12.0,,1.0,187400.0,230.0,53204.0,0,0,0,0,0,0,0,0,0
511 W FRESHWATER WA,12.0,,1.0,187400.0,230.0,53204.0,0,0,0,0,0,0,0,0,1
809 N BROADWAY,4.0,,1.0,14400.0,141.0,53202.0,0,0,0,0,0,0,0,0,0
2252 S 34TH ST,8.0,,2.0,17200.0,249.0,53215.0,0,0,0,0,0,0,0,0,0
5540 W AUER AV,7.0,5.0,7.0,5000.0,93.0,53216.0,0,0,1,0,0,0,0,0,0
6050 W APPLETON AV,10.0,5.0,7.0,5000.0,160.0,53210.0,0,1,0,0,0,0,0,0,0
8950 N 97TH ST,9.0,18.0,4.0,201.0,1.0,53224.0,0,0,0,0,0,0,0,1,0
3522 W WISCONSIN AV,15.0,14.0,3.0,12300.0,197.0,53208.0,0,1,0,0,0,0,0,0,0
1327 S 9TH ST,12.0,16.0,2.0,16500.0,231.0,53204.0,0,0,0,1,0,0,0,0,0
555 S LAYTON BL,8.0,,2.0,186800.0,222.0,53215.0,0,0,0,0,0,0,0,0,1
4637 N 45TH ST,7.0,1.0,7.0,2700.0,64.0,53218.0,0,1,0,0,0,0,0,0,0
5890 S HOWELL AV,13.0,,6.0,21700.0,304.0,53207.0,0,0,1,0,0,0,0,0,0
2922 S 60TH ST,11.0,,6.0,19200.0,254.0,53219.0,0,1,0,0,0,0,0,0,0
2922 S 60TH ST,11.0,,6.0,19200.0,254.0,53219.0,0,1,0,0,0,0,0,0,0
5153 N 76TH ST,2.0,,4.0,1600.0,40.0,53218.0,0,1,0,1,0,0,0,0,0
228 W WISCONSIN AV,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,1,0,0,0,0,1
1840 N 6TH ST,6.0,6.0,5.0,186000.0,171.0,53212.0,0,0,0,1,0,0,0,0,0
1872 N 13TH ST,15.0,10.0,3.0,185900.0,140.0,53205.0,0,0,0,0,0,0,0,0,0
1626 N PROSPECT AV,3.0,,1.0,187000.0,178.0,53202.0,0,0,0,0,0,0,0,0,1
8854 W FAIRMOUNT AV,5.0,,7.0,1700.0,36.0,53225.0,0,0,1,0,0,0,0,0,0
1857 E KENILWORTH PL,3.0,,1.0,10800.0,131.0,53202.0,0,0,0,0,0,0,0,0,1
2420 N MURRAY AV,3.0,,1.0,7700.0,131.0,53211.0,0,0,0,0,0,0,0,0,1
1609 N PROSPECT AV,3.0,,1.0,187000.0,178.0,53202.0,0,0,0,0,0,0,0,0,1
3434 W NORTH AV,15.0,8.0,3.0,9800.0,148.0,53208.0,0,1,0,0,0,0,0,0,0
3373 S 16TH ST,13.0,,6.0,20100.0,275.0,53215.0,0,1,0,0,0,0,0,0,0
1721 W CANAL ST,8.0,,3.0,186800.0,222.0,53204.0,0,0,0,0,0,0,0,0,0
1715 W CAPITOL DR,1.0,4.0,5.0,4300.0,56.0,53206.0,0,1,0,0,0,0,0,0,0
6024 N 35TH ST,1.0,2.0,4.0,1100.0,21.0,53209.0,0,1,0,0,0,0,0,0,0
1800 S 30TH ST,8.0,15.0,2.0,17000.0,216.0,53215.0,0,0,0,0,0,0,0,0,1
1201 N EDISON ST,4.0,,1.0,11300.0,158.0,53202.0,0,0,0,0,0,0,0,0,0
747 N OLD WORLD THIRD ST,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,0,1
2024 W JUNEAU AV,15.0,12.0,3.0,186100.0,189.0,53233.0,0,0,0,0,0,0,0,0,1
2039 W GREENFIELD AV,8.0,15.0,2.0,16300.0,220.0,53204.0,0,0,0,0,0,1,0,0,0
2700 N 37TH ST,15.0,5.0,7.0,6200.0,149.0,53210.0,0,1,0,0,0,0,0,0,0
442 S 73RD ST,10.0,,3.0,12900.0,207.0,53214.0,0,0,0,1,0,0,0,0,0
623 W STATE ST,4.0,,1.0,186300.0,184.0,53203.0,0,0,0,0,0,0,0,0,1
3800 N 39TH ST,7.0,5.0,7.0,3900.0,98.0,53216.0,0,0,0,0,0,1,0,0,0
424 E WISCONSIN AV,4.0,,1.0,14400.0,141.0,53202.0,0,0,0,0,0,0,0,0,1
1550 N WARREN AV,3.0,,1.0,11000.0,178.0,53202.0,0,0,0,0,0,0,0,0,0
6815 N 60TH ST,9.0,,4.0,600.0,13.0,53223.0,0,1,0,0,0,0,0,0,0
3900 N PALMER ST,6.0,6.0,5.0,4400.0,120.0,53212.0,0,1,0,0,0,0,0,0,0
2919 W PARNELL AV,13.0,,6.0,21800.0,300.0,53221.0,0,1,0,0,0,0,0,0,0
1501 W ZELLMAN CT,13.0,,6.0,21700.0,314.0,53221.0,0,0,0,0,0,0,0,1,0
8950 N 97TH ST,9.0,18.0,4.0,201.0,1.0,53224.0,0,1,0,0,0,0,0,0,0
5131 N 42ND ST,1.0,2.0,7.0,2500.0,48.0,53209.0,0,0,1,0,0,0,0,0,0
1351 N MARTIN L KING JR DR,6.0,13.0,1.0,14100.0,172.0,53212.0,0,0,0,0,0,0,0,0,1
2563 N 54TH ST,10.0,5.0,3.0,5900.0,161.0,53210.0,0,1,0,0,0,0,0,0,0
1715 S 15TH PL,12.0,16.0,2.0,16800.0,225.0,53204.0,0,0,0,0,0,0,0,0,1
2563 N 54TH ST,10.0,5.0,3.0,5900.0,161.0,53210.0,0,1,0,0,0,0,0,0,0
7225 W MARINE DR,9.0,,4.0,101.0,4.0,53223.0,0,1,0,0,0,0,0,0,0
2029 N HOLTON ST,6.0,7.0,5.0,10700.0,173.0,53212.0,0,1,0,0,0,0,0,0,0
1316 W FOREST HOME AV,12.0,16.0,2.0,16800.0,226.0,53204.0,0,0,1,0,0,0,0,0,0
6700 N 80TH ST,9.0,,4.0,600.0,11.0,53223.0,0,1,0,0,0,0,0,0,0
3700 S 61ST ST,11.0,,6.0,19800.0,267.0,53220.0,0,0,0,0,0,0,0,0,1
1128 N 20TH ST,4.0,12.0,3.0,186200.0,188.0,53233.0,0,1,0,0,0,0,0,0,0
3334 N HOLTON ST,6.0,6.0,5.0,6900.0,119.0,53212.0,0,0,0,0,0,0,0,1,0
823 N MARTIN L KING JR DR,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,0,1
9130 W BROWN DEER RD,9.0,18.0,4.0,201.0,2.0,53224.0,0,0,0,0,0,0,0,1,0
2930 W JUNEAU AV,4.0,14.0,3.0,12200.0,196.0,53208.0,0,1,0,1,0,0,0,0,0
1901 W HOPKINS ST,6.0,4.0,5.0,6600.0,108.0,53206.0,0,1,0,0,0,0,0,0,0
,13.0,,6.0,21700.0,304.0,53207.0,0,0,0,0,0,0,1,0,0
2534 W HOPKINS ST,6.0,4.0,5.0,4700.0,105.0,53206.0,0,0,0,0,0,0,0,0,1
3291 N SHERMAN BL,7.0,5.0,7.0,4900.0,99.0,53216.0,0,0,0,0,0,0,0,0,1
1027 N 8TH ST,4.0,,1.0,186300.0,184.0,53233.0,0,0,0,0,0,0,0,0,0
111 W MAPLE ST,12.0,16.0,2.0,16600.0,235.0,53204.0,0,0,0,0,0,0,0,0,0
2395 S BURRELL ST,14.0,,6.0,17900.0,310.0,53207.0,0,0,0,0,0,0,0,0,1
5111 N TEUTONIA AV,1.0,3.0,7.0,2400.0,51.0,53209.0,0,1,0,0,0,0,0,0,0
401 E CAPITOL DR,6.0,6.0,5.0,4400.0,120.0,53212.0,0,0,0,0,0,0,0,1,0
6909 W CONGRESS ST,2.0,,7.0,3200.0,69.0,53218.0,0,0,0,0,0,0,0,0,1
740 N PLANKINTON AV,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,1,0,0,0,0,0
2500 W OKLAHOMA AV,13.0,,6.0,20100.0,272.0,53215.0,0,1,0,0,0,0,0,0,0
747 N MARTIN L KING JR DR,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,0,1
6400 N 43RD ST,9.0,,4.0,800.0,17.0,53209.0,0,1,0,0,0,0,0,0,0
3240 N RICHARDS ST,6.0,6.0,5.0,6900.0,118.0,53212.0,0,1,0,0,0,0,0,0,0
4715 N 27TH ST,1.0,2.0,5.0,2400.0,59.0,53209.0,0,0,0,0,0,0,0,1,0
6090 N 35TH ST,1.0,2.0,4.0,1100.0,21.0,53209.0,0,1,0,0,0,0,0,0,0
5841 N 42ND ST,1.0,2.0,4.0,1100.0,22.0,53209.0,0,0,0,0,0,0,0,0,1
1214 N WATER ST,4.0,,1.0,11300.0,158.0,53202.0,0,0,0,0,0,0,0,0,0
328 N VAN BUREN ST,4.0,,1.0,187400.0,156.0,53202.0,0,0,0,0,0,0,0,0,1
2850 S 60TH ST,11.0,,6.0,19200.0,254.0,53219.0,0,0,1,0,0,0,0,0,0
2929 N 52ND ST,7.0,5.0,7.0,5000.0,323.0,53210.0,0,0,0,0,0,0,0,0,0
234 W FLORIDA ST,12.0,,1.0,187400.0,230.0,53204.0,0,0,0,1,0,0,0,0,0
300 N VAN BUREN ST,4.0,,1.0,187400.0,156.0,53202.0,0,0,0,1,0,0,0,0,0
3607 N 26TH ST,6.0,4.0,5.0,4700.0,105.0,53206.0,0,0,0,0,0,0,0,0,1
2900 W OKLAHOMA AV,8.0,,6.0,20000.0,250.0,53215.0,0,0,0,0,0,0,0,0,1
3746 W SCOTT ST,8.0,15.0,2.0,16000.0,211.0,53215.0,0,0,0,0,0,0,0,0,1
4204 N SHERMAN BL,7.0,1.0,7.0,4100.0,62.0,53216.0,0,0,0,0,0,0,0,0,1
808 N VAN BUREN ST,4.0,,1.0,14300.0,156.0,53202.0,0,0,0,0,0,0,0,0,1
2562 N PROSPECT AV,3.0,,1.0,7600.0,129.0,53211.0,0,1,0,0,0,0,0,0,0
7909 W CONGRESS ST,5.0,,7.0,3300.0,73.0,53218.0,0,0,0,0,0,0,0,0,1
120 W MELVINA ST,6.0,6.0,5.0,4400.0,120.0,53212.0,0,0,0,1,0,0,0,0,0
3044 N 54TH ST,7.0,5.0,7.0,5000.0,92.0,53210.0,0,0,0,0,0,0,0,0,1
2442 S 17TH ST,12.0,17.0,2.0,18800.0,247.0,53215.0,0,1,0,0,0,0,0,0,0
3224 W MC KINLEY BL,4.0,14.0,3.0,12200.0,196.0,53208.0,0,0,0,0,0,0,0,0,1
1841 N 14TH ST,15.0,10.0,3.0,185900.0,140.0,53205.0,0,0,0,0,0,0,0,1,0
4668 N PARKWAY AV,1.0,3.0,7.0,2300.0,55.0,53209.0,0,1,0,0,0,0,0,0,0
2479 N 37TH ST,15.0,8.0,3.0,6200.0,150.0,53210.0,0,0,0,0,0,1,0,0,0
2237 N 17TH ST,15.0,10.0,3.0,185400.0,144.0,53205.0,0,1,0,0,0,0,0,0,0
2627 W CAPITOL DR,7.0,4.0,5.0,4700.0,103.0,53216.0,0,1,0,0,0,0,0,0,0
1924 N HUBBARD ST,6.0,,5.0,11400.0,173.0,53212.0,0,0,0,0,0,0,0,1,0
2929 N 52ND ST,7.0,5.0,7.0,5000.0,323.0,53210.0,0,0,0,0,0,0,0,0,0
1911 N 7TH ST,6.0,13.0,5.0,186000.0,171.0,53205.0,0,0,0,1,0,0,0,0,0
1215 N 5TH ST,6.0,13.0,1.0,14100.0,172.0,53203.0,0,0,0,0,0,0,0,0,0
,2.0,,7.0,3100.0,68.0,53218.0,0,1,0,0,0,0,0,0,0
3135 N 15TH ST,6.0,4.0,5.0,6600.0,108.0,53206.0,0,1,0,0,0,0,0,0,0
2853 N VEL R PHILLIPS AV,6.0,6.0,5.0,185700.0,117.0,53212.0,0,1,0,0,0,0,0,0,0
1305 N BROADWAY,4.0,,1.0,11300.0,162.0,53202.0,0,0,0,0,0,0,0,0,0
835 N 23RD ST,4.0,14.0,3.0,14800.0,190.0,53233.0,0,1,0,0,0,0,0,0,0
6664 N 55TH ST,9.0,,4.0,800.0,16.0,53223.0,0,1,0,1,0,0,0,0,0
6612 N 58TH ST,9.0,,4.0,800.0,13.0,53223.0,0,0,0,0,0,1,0,0,0
5626 N 95TH ST,2.0,19.0,4.0,502.0,31.0,53225.0,0,1,0,0,0,0,0,0,0
